plan,variant,position,norm,critic_mse,critic_cos
plan_b,B1_no_system,7,111.69331359863281,0.4335348606109619,0.7832327485084534
plan_b,B1_no_system,8,114.45861053466797,0.42734092473983765,0.7863298058509827
plan_b,B1_no_system,9,111.9551773071289,0.3082530200481415,0.8458737134933472
plan_b,B1_no_system,10,122.51183319091797,0.2976709306240082,0.851164698600769
plan_b,B1_no_system,11,114.40953826904297,0.2471984177827835,0.8764010071754456
plan_b,B1_no_system,12,123.50813293457031,0.19789014756679535,0.9010551571846008
plan_b,B1_no_system,13,113.80033874511719,0.34185028076171875,0.8290748596191406
plan_b,B1_no_system,14,103.14683532714844,0.3859545588493347,0.8070229291915894
plan_b,B1_no_system,15,110.0940170288086,0.359689325094223,0.8201555609703064
plan_b,B2_default_assistant,0,115.79698944091797,0.1898185908794403,0.9050909280776978
plan_b,B2_default_assistant,1,111.39361572265625,0.16126516461372375,0.9193677306175232
plan_b,B2_default_assistant,2,122.16264343261719,0.24560627341270447,0.8771972060203552
plan_b,B2_default_assistant,3,125.37894439697266,0.2904953360557556,0.8547524809837341
plan_b,B2_default_assistant,4,123.0077133178711,0.22935417294502258,0.8853229880332947
plan_b,B2_default_assistant,5,112.62176513671875,0.2077050656080246,0.8961477279663086
plan_b,B2_default_assistant,6,114.64434051513672,0.22562594711780548,0.887187123298645
plan_b,B2_default_assistant,7,109.83261108398438,0.34061399102211,0.8296931385993958
plan_b,B2_default_assistant,8,119.84374237060547,0.3377705514431,0.8311147689819336
plan_b,B2_default_assistant,9,121.09251403808594,0.3099900186061859,0.8450051546096802
plan_b,B2_default_assistant,10,96.30199432373047,0.34249064326286316,0.8287547826766968
plan_b,B2_default_assistant,11,124.32095336914062,0.29976576566696167,0.8501172661781311
plan_b,B2_default_assistant,12,119.40123748779297,0.23588965833187103,0.882055401802063
plan_b,B2_default_assistant,13,118.72381591796875,0.26732465624809265,0.8663378953933716
plan_b,B2_default_assistant,14,120.65851593017578,0.20565292239189148,0.8971735239028931
plan_b,B2_default_assistant,15,118.23113250732422,0.21835140883922577,0.8908244967460632
plan_b,B3_cybersec_expert,0,121.42032623291016,0.25922340154647827,0.8703884482383728
plan_b,B3_cybersec_expert,1,121.03437042236328,0.19672584533691406,0.901637077331543
plan_b,B3_cybersec_expert,2,122.41032409667969,0.21006782352924347,0.8949661254882812
plan_b,B3_cybersec_expert,3,123.85887908935547,0.3064466416835785,0.8467767834663391
plan_b,B3_cybersec_expert,4,123.90465545654297,0.24963434040546417,0.8751828670501709
plan_b,B3_cybersec_expert,5,104.37755584716797,0.3428950905799866,0.8285524845123291
